Cadena,Unidad de Negocio,Descripción Producto,Cód. Interno,Cód. Cadena,costo_Fabricación,Precio_Venta_Distribuidor,Mg_Declarado,Un_Semana_1 ,Un_Semana_2,Un_Semana_3,Un_Semana_4,Un_Semana_5,Un_Semana_6,Un_Semana_7,Un_Semana_8,Un_Semana_9,Un_Semana_10,Un_Semana_11,Un_Semana_12,Un_Semana_13,Un_Semana_14,Un_Semana_15,Un_Semana_16,Un_Semana_17,Un_Semana_18,Un_Semana_19,Un_Semana_20,Un_Semana_21,Un_Semana_22,Un_Semana_23,Un_Semana_24,Un_Semana_25,Un_Semana_26,Un_Semana_27,Un_Semana_28,Un_Semana_29,Un_Semana_30,Venta_Retail_sem_1 ,Venta_Retail_sem_2,Venta_Retail_sem_3,Venta_Retail_sem_4,Venta_Retail_sem_5,Venta_Retail_sem_6,Venta_Retail_sem_7,Venta_Retail_sem_8,Venta_Retail_sem_9,Venta_Retail_sem_10,Venta_Retail_sem_11,Venta_Retail_sem_12,Venta_Retail_sem_13,Venta_Retail_sem_14,Venta_Retail_sem_15,Venta_Retail_sem_16,Venta_Retail_sem_17,Venta_Retail_sem_18,Venta_Retail_sem_19,Venta_Retail_sem_20,Venta_Retail_sem_21,Venta_Retail_sem_22,Venta_Retail_sem_23,Venta_Retail_sem_24,Venta_Retail_sem_25,Venta_Retail_sem_26,Venta_Retail_sem_27,Venta_Retail_sem_28,Venta_Retail_sem_29,Venta_Retail_sem_30,Con_sem_1,Con_sem_2,Con_sem_3,Con_sem_4,Con_sem_5,Con_sem_6,Con_sem_7,Con_sem_8,Con_sem_9,Con_sem_10,Con_sem_11,Con_sem_12,Con_sem_13,Con_sem_14,Con_sem_15,Con_sem_16,Con_sem_17,Con_sem_18,Con_sem_19,Con_sem_20,Con_sem_21,Con_sem_22,Con_sem_23,Con_sem_24,Con_sem_25,Con_sem_26,Con_sem_27,Con_sem_28,Con_sem_29,Con_sem_30
Sodimac,Colchones,COLCHON ONIX DUAL 2 PLAZAS,780642767189-1,7458851,77099.41,110916.97478991597,0.30489079650764594,34,35,44,26,39,45,35,26,49,26,24,25,25,24,23,19,28,18,21,36,27,29,37,39,40,41,33,26,29,46,4611090,4649293,6020468,3536846,5010603,5675258,4566105,3393907,5141204,3345996,3110421,3451081,3467886,3335942,3143097,2714130,3998629,2584726,3048562,4781708,3630018,3613203,4133752,4123294,4325773,4434475,3603653,2811979,3153261,4865149,827250.39613445383,778722.97773109283,1110328.9179831939,640619.49126050435,740548.78310924396,775047.23907562997,716506.74243697524,533715.5332773109,67231.061260504182,497882.93663865514,475895.41210084059,653575.32983193314,666143.77521008439,644562.37848739536,577433.1750420169,565006.75621848763,831787.78890756331,545325.02336134459,660929.34798319335,800656.63495798316,633203.34176470595,466428.59739495814,238951.47705882369,76931.127647059038,151265.59159663878,155464.31605042052,150888.52042016806,98492.071092437021,122438.36210084055,92067.988739495631
Hites,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,800487001,61105.9,110916.97478991597,0.44908432531865761,1,2,0,1,1,1,4,5,2,4,0,0,1,1,0,0,3,0,1,0,1,3,0,0,4,1,2,2,0,3,119990,239980,0,109153,103992,119990,479960,576932,239980,479960,0,0,129990,149990,0,0,449970,0,149990,0,134990,389970,0,0,517960,125990,255980,259980,0,371945,28634.520168067225,57269.040336134451,0,20529.536974789917,16669.629411764712,28634.520168067225,114538.0806722689,125957.45798319328,57269.040336134451,114538.0806722689,0,0,36113.511764705887,51071.494957983195,0,0,153214.48487394961,0,51071.494957983195,0,39853.007563025218,108340.53529411764,0,0,142958.24873949584,33121.915126050422,69235.426890756309,72227.023529411774,0,94859.652941176493
Paris,Colchones,Colchon New Ortopedic 1.05 x 2 M,780642759784-9,376639999,63263,110916.97478991597,0.4296364454600004,2,2,0,1,2,3,1,4,0,1,4,2,1,5,2,0,0,2,2,1,2,10,1,1,1,3,1,0,1,3,284980,249980,0,129990,284980,414970,114990,469960,0,134990,534960,246662,121491,715151,299980,0,0,304980,314980,144990,319980,1184901,139990,129990,134990,419970,144990,0,134990,394970,86610.302521008416,60433.831932773115,0,33956.411764705888,86610.302521008416,120566.71428571432,22737.924369747911,98430.689075630275,0,37695.907563025219,147044.13445378153,57952.302521008416,27600.016806722691,218545.83193277312,97828.789915966394,0,0,101568.28571428571,109047.2773109244,45174.899159663866,112786.77310924372,253556.46218487399,41435.403361344535,33956.411764705888,37695.907563025219,124306.21008403366,45174.899159663866,0,37695.907563025219,105608.731092437
Paris,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,376648999,59492.26,110916.97478991597,0.46363250428816466,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,129990,0,134990,0,0,0,134990,0,0,0,0,0,0,0,159990,0,0,0,0,0,0,0,389970,0,0,0,0,0,0,0,37727.151764705886,0,41466.647563025217,0,0,0,41466.647563025217,0,0,0,0,0,0,0,60164.126554621856,0,0,0,0,0,0,0,113181.45529411765
Ripley,Colchones,Colch  n 2 Plazas Anatomic 150x190,780642775868-4,40437114,71182.820000000007,110916.97478991597,0.3582333079781076,0,7,5,1,5,2,4,6,3,4,3,5,2,1,7,4,5,7,9,9,3,7,2,7,2,8,8,3,2,3,0,1026535.65,737842.84,149989.98000000001,676476.92,311041.01,602082.88,830963.91,432410.3,619959.06000000006,430933.51,649949.43999999994,249980.92,129770.69,992819.38,571646.25,720912.71,1089929.33,1223252.17,1256873.24,440933.08,927895.36,279980.82,972297.83,299979.96000000002,1142549.94,1142874.81,429970.8,299979.96000000002,439970.37,0,269465.40999999997,195917.94,40994.560000000012,150022.4200000001,90261.670000000013,165566,194380.29000000004,109850.83999999997,178935.58000000002,108746.34999999998,130182.53999999998,44594.880000000005,25872.569999999992,244249.03999999998,142802.46999999997,183255.90999999997,316877.49000000005,274223.8899999999,299369.05999999994,116225.02000000002,195692.41999999998,67031.780000000028,228900.98999999993,81989.120000000024,285049.57999999996,285292.55000000005,108026.33999999997,81989.120000000024,115505.01000000001
Ripley,Colchones,Colchon New Ortopedic 1.05 x 2 M,780642759784-9,37222076,63263,110916.97478991597,0.4296364454600004,0,0,1,0,0,1,0,2,5,0,0,1,2,1,0,0,3,1,1,1,0,1,1,1,3,4,2,0,1,3,0,-309979.53000000003,139990.41,0,0,139990.41,0,253492.61,669949.77,0,0,139990.41,299979.96000000002,144989.6,0,0,485334.36,179989.88,139990.41,139990.41,0,124990.46,139990.41,139990.41,439970.37,569961.21,299979.96000000002,0,139990.41,429970.8,0,-231833.43000000002,41435.710000000021,0,0,41435.710000000021,0,63060.91,184739.87,0,0,41435.710000000021,97828.760000000038,45174.60000000002,0,0,173192.16000000003,71351.28,41435.710000000021,41435.710000000021,0,30217.260000000009,41435.710000000021,41435.710000000021,139264.47000000003,173221.51,97828.760000000038,0,41435.710000000021,131785.79999999999
Paris,Colchones,Colch  n 2 Plazas Anatomic 150x190,780642775868-4,879194999,71182.820000000007,110916.97478991597,0.3582333079781076,4,7,1,4,3,7,-1,-1,0,5,6,11,4,5,7,5,1,1,8,6,1,5,2,4,1,3,2,4,2,5,594960,939930,144990,541963,464969,999931,-139990,-134990,0,739950,854940,1502394,564960,763951,1054931,754950,199990,214990,1269921,904940,169990,643953,284980,579960,149990,419970,299980,467965,277481,676951,160238.80403361341,204693.11714285711,37255.079159663859,120602.39226890757,134201.4643697479,249567.81462184881,-33515.583361344528,-29776.087563025212,0,197493.88319327723,212311.98756302521,340628.19008403365,137801.82924369746,215444.21092436981,290702.26840336126,208712.37058823527,78389.532941176469,89608.020336134447,380310.28873949579,249706.94554621843,55952.558151260513,125697.80756302516,70770.662521008402,149020.31663865544,40994.57495798319,100546.75008403364,81989.14991596638,65259.350252100849,65162.166722689057,150376.98403361341
Falabella,Colchones,Colchon New Ortopedic 1.05 x 2 M,780642759784-9,6800305,63263,110916.97478991597,0.4296364454600004,7,8,1,7,6,3,0,3,4,1,6,6,7,1,3,2,1,5,5,5,1,42,1,3,1,4,6,0,4,9,799226,1009920,34990,815763,700273,359970,0,449970,528554,114990,689241,650654,791701,169990,442736,329980,144990,707850,651082,699950,139990,5179815,149990,469970,169990,579960,751942,0,572961,1133118,154899.45378151268,249214.31932773115,-37094.008403361338,167267.46218487399,144155.58823529421,79432.260504201695,0,146743.18487394962,142253.09243697481,22737.924369747911,135904.76470588235,107045.57983193285,149271.51260504208,63872.37815126052,141332.8823529412,120265.76470588238,45174.899159663866,213085.42016806733,170628.68067226897,207177.01680672268,41435.403361344535,1216933.2857142859,48914.394957983197,161701.16806722688,63872.37815126052,180699.59663865546,182798.78991596634,0,175465.05042016809,278091
Ripley,Colchones,Colchon Smart 0.9 x 2.0 mts,780642760424-0,37049116,75755.789999999994,114614.45378151261,0.33903807503709926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179989.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58858.490000000005,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,Colchon Smart 0.9 x 2.0 mts,780642760424-0,160856999,75755.789999999994,114614.45378151261,0.33903807503709926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,Colchon Smart 0.9 x 2.0 mts,780642760424-0,6533694,75755.789999999994,114614.45378151261,0.33903807503709926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43900.596554621865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,Colchon Smart 0.9 x 2.0 mts,780642760424-0,3774503,75755.789999999994,114614.45378151261,0.33903807503709926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121840,0,0,0,0,0,0,0,32337.327647058832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15368.243613445389,0,0,0,0,0,0
Hites,Colchones,Velador New Miro,780642773962-1,838956001,50386.21,118311.93277310926,0.57412402266618956,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,299980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299980,0,0,0,0,0,0,0,0,0,0,123582.3699159664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123582.3699159664
Falabella,Colchones,Colchon New Ortopedic 2 Pzas,780642759783-2,6800303,74157.41,118311.93277310926,0.37320430609299454,7,9,6,17,17,7,5,5,5,11,5,11,12,16,12,4,4,9,14,13,15,31,6,4,3,13,15,5,7,4,1109930,1281993,879940,2389829,2391833,979930,699950,592648,709950,1578288,709950,1619890,1479899,2609840,1957121,639960,649960,1539859,2139860,2006034,1886751,4325691,705445,629960,475647,1963521,2214523,829950,1165930,288182,311013.84428571432,291384.79739495798,213161.92655462184,526675.13084033621,528173.92075630277,213786.95352941181,152704.96680672263,72453.891176470614,160183.95840336126,364668.75890756305,160183.95840336126,395782.85974789923,216926.29848739493,765378.5828571429,573840.23126050422,181995.90621848742,189474.89781512611,484242.56210084038,562195.75579831959,536264.81285714288,298738.3373949579,936300.95386554627,82657.262689075724,174516.91462184879,133263.76159663862,504469.37588235294,543878.74075630261,249931.8575630252,352896.19722689083,-81098.56436974791
Paris,Colchones,Colchon Ortopedic 1.05 x 2 mts + Alm,780642760998-6,206099999,65094,118311.93277310926,0.4498103574655235,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,319980,0,0,0,0,0,0,0,159990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154990,0,154990,0,0,154990,-154990,109124.77310924372,0,0,0,0,0,0,0,54562.386554621859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50822.890756302528,0,50822.890756302528,0,0,50822.890756302528,-50822.890756302528
Sodimac,Colchones,RESPALDO TIBER 2 PLAZAS,780642768249-1,7538200,74025,118311.93277310926,0.37432346623936735,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,-1,0,0,184866,0,0,126882,0,126882,0,0,0,131084,0,0,131924,0,0,131924,0,0,0,0,0,0,0,0,126042,0,252084,-126042,0,0,64236.126050420193,0,0,20869.941176470602,0,20869.941176470602,0,0,0,24012.613445378156,0,0,24640.848739495807,0,0,24640.848739495807,0,0,0,0,0,0,0,0,20241.705882352951,0,40483.411764705903,-20241.705882352951
Falabella,Colchones,Colchon New Ortopedic 1.05 x 2M + Cubre,780642760263-5,6800312,66683,118311.93277310926,0.43637975953042529,0,2,0,1,0,0,1,0,1,1,0,1,0,0,1,2,2,3,0,0,0,0,0,0,1,0,1,0,1,1,0,359980,0,154212,0,0,159990,0,159990,139990,0,159990,0,0,18806,319980,178796,539970,0,0,0,0,0,0,159990,0,49639,0,156414,69139,0,135862.73949579836,0,48652.025210084044,0,0,52973.386554621859,0,52973.386554621859,38015.403361344535,0,52973.386554621859,0,0,-52618.008403361346,105946.77310924372,355.3781512605201,203794.10924369749,0,0,0,0,0,0,52973.386554621859,0,-29558.033613445376,0,50298.899159663881,-14974
Falabella,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,6533692,89439.89,118311.93277310926,0.24403322721874676,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,169990,0,0,0,169990,0,0,0,0,0,189990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159990,0,158847,0,0,37695.488151260521,0,0,0,37695.488151260521,0,0,0,0,0,52653.471344537844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30216.496554621859,0,29361.647815126053,0,0
Ripley,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,37049114,89439.89,118311.93277310926,0.24403322721874676,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0,144989.6,0,0,159989.54999999999,0,179989.88,0,0,179989.88,0,0,329979.86,0,0,0,0,0,0,0,0,0,514970.12,0,159989.54999999999,149989.98000000001,0,149989.98000000001,0,149989.98000000001,0,18997.710000000021,0,0,30216.160000000003,0,45174.39,0,0,45174.39,0,0,67911.88,0,0,0,0,0,0,0,0,0,116826.05000000005,0,30216.160000000003,22737.49000000002,0,22737.49000000002,0,22737.49000000002,0
Sodimac,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,3774457,89439.89,118311.93277310926,0.24403322721874676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126042,0,0,0,0,0,0,0,0,0,0,17396.757058823539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4826.815882352952,0,0,0,0,0,0,0
Hites,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,771780001,89439.89,118311.93277310926,0.24403322721874676,4,6,3,4,4,5,2,0,5,-1,2,2,2,0,1,1,2,4,7,3,2,1,3,2,2,3,2,0,1,0,479960,539940,239970,359960,407961,676980,237980,0,679955,-119990,159990,319980,299980,0,189990,99990,199980,469960,767945,199975,159980,169990,399970,299980,259980,404970,239984,0,149990,0,1202.1206722689094,-132818.66773109237,-88846.30865546214,-88545.778487394913,-52645.870924369723,59113.323109243647,-894.73798319327761,0,61338.323109243647,-300.53016806722735,-59223.39344537814,60432.993109243718,45475.009915966395,0,52653.471344537844,-14657.453025210081,-29314.906050420163,-6276.8709243697231,-51733.809831932653,-118758.53554621845,-59230.872436974765,37695.488151260521,30817.556890756357,45475.009915966395,15559.043529411778,34557.052689075703,604.05193277311628,0,22737.504957983198,0
Easy,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,1221296,89439.89,118311.93277310926,0.24403322721874676,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,159990.74,0,0,0,0,159990.74,0,0,0,179989.88,0,0,0,0,0,0,322981.46999999997,0,0,0,0,121491.86,0,0,0,0,0,0,0,0,30217.050000000003,0,0,0,0,30217.050000000003,0,0,0,45174.39,0,0,0,0,0,0,62677.790000000008,0,0,0,0,1423.7700000000041,0,0,0
Abcdin,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,20601965,89439.89,118311.93277310926,0.24403322721874676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159989.54999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30216.160000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walmart,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,662164,89439.89,118311.93277310926,0.24403322721874676,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178488.1,178488.1,0,0,0,0,0,0,0,0,198718.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44051.210000000006,44051.210000000006,0,0,0,0,0,0,0,0,59181.210000000006,0,0,0,0,0,0,0,0
Paris,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,160837999,89439.89,118311.93277310926,0.24403322721874676,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,2,0,0,152991,0,169990,0,169990,0,0,154990,84995,154990,0,139491,0,0,0,0,169990,0,0,359980,635962,0,0,159990,0,0,0,295981,0,0,24981.950336134469,0,37695.488151260521,0,37695.488151260521,0,0,26477.000756302528,-25872.200924369739,26477.000756302528,0,14885.311680672283,0,0,0,0,37695.488151260521,0,0,90348.959495798365,117875.88537815132,0,0,30216.496554621859,0,0,0,42484.161176470603,0
La Polar,Colchones,Colchon CIC Smart 1 1/2 Pza,780642759775-7,20601965,89439.89,118311.93277310926,0.24403322721874676,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159989.54999999999,0,0,0,319979.09999999998,0,0,0,0,0,0,189989.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30216.160000000003,0,0,0,60432.320000000007,0,0,0,0,0,0,52653.060000000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy,Colchones,CAMA METALICA BELSOGNO PLUS 1.5P,780642768432-7,1415965,74241.41,118311.93277310926,0.37249431853695408,0,0,0,1,1,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,139990.41,139990.41,0,139990.41,279980.82,139990.41,0,0,139990.41,279980.82,0,0,0,0,0,0,0,0,0,0,0,279980.82,139990.41,279980.82,139990.41,0,0,0,0,0,30457.300000000017,30457.300000000017,0,30457.300000000017,60914.600000000035,30457.300000000017,0,0,30457.300000000017,60914.600000000035,0,0,0,0,0,0,0,0,0,0,0,60914.600000000035,30457.300000000017,60914.600000000035,30457.300000000017,0,0
Hites,Colchones,CAMA METALICA BELSOGNO PLUS 1.5P,780642768432-7,930834001,74241.41,118311.93277310926,0.37249431853695408,2,4,0,1,0,0,0,0,2,2,2,1,1,2,1,1,0,0,2,1,1,0,2,1,1,1,0,0,0,0,279980,559960,0,139990,0,0,0,0,279980,279980,269980,139990,139990,279980,139990,125990,0,0,299980,149990,149990,0,279980,139990,111992,139990,0,0,0,0,60913.986722689064,121827.97344537813,0,30456.993361344532,0,0,0,0,60913.986722689064,60913.986722689064,53434.995126050431,30456.993361344532,30456.993361344532,60913.986722689064,30456.993361344532,19986.40512605042,0,0,75871.969915966387,37935.984957983193,37935.984957983193,0,60913.986722689064,30456.993361344532,9517.3126890756394,30456.993361344532,0,0,0,0
Walmart,Colchones,CAMA METALICA BELSOGNO PLUS 1.5P,780642768432-7,5049308,74241.41,118311.93277310926,0.37249431853695408,0,0,0,0,0,0,0,0,0,0,0,2,3,6,2,2,0,4,1,0,4,7,8,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,340316.2,510474.3,956688.6,318896.2,318896.2,0,704432.4,176108.1,0,780592.4,1100666.7,1395774.8,489054.3,163018.1,163018.1,0,165398.1,490244.3,0,0,0,0,0,0,0,0,0,0,0,0,106039.38,159059.06999999998,270058.13999999996,90019.38,90019.38,0,229878.76,57469.69,0,286838.76,303497.83000000007,449967.52,143039.06999999998,47679.69,47679.69,0,49459.69,143929.06999999998,0
Paris,Colchones,CAMA METALICA BELSOGNO PLUS 1.5P,780642768432-7,656592999,74241.41,118311.93277310926,0.37249431853695408,1,1,0,2,1,0,0,2,1,0,1,2,1,1,1,5,6,2,0,1,0,1,2,3,0,0,0,0,0,0,134990,144990,0,289980,144990,0,0,279980,134990,0,149990,299980,134990,144990,134990,734950,839940,279980,0,149990,0,159990,284980,424970,0,0,0,0,0,0,26717.497563025216,34196.489159663863,0,68392.978319327725,34196.489159663863,0,0,60913.986722689064,26717.497563025216,0,37935.984957983193,75871.969915966387,26717.497563025216,34196.489159663863,26717.497563025216,178461.43739495799,182741.96016806731,60913.986722689064,0,37935.984957983193,0,45414.976554621855,64653.482521008409,95110.475882352941,0,0,0,0,0,0
La Polar,Colchones,CAMA METALICA BELSOGNO PLUS 1.5P,780642768432-7,27423612,74241.41,118311.93277310926,0.37249431853695408,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139990.41,0,0,0,0,0,0,0,279980.82,139990.41,139990.41,0,139990.41,0,419971.23,139990.41,0,0,0,0,0,0,0,0,125991.25,0,0,0,0,0,30457.300000000017,0,0,0,0,0,0,0,60914.600000000035,30457.300000000017,30457.300000000017,0,30457.300000000017,0,91371.9,30457.300000000017,0,0,0,0,0,0,0,0,19987.339999999997,0,0,0,0
Abcdin,Colchones,Colchon New Ortopedic 2 Pzas,780642759783-2,20952440,74157.41,118311.93277310926,0.37320430609299454,28,36,24,31,43,29,24,28,35,18,18,11,11,11,11,2,0,5,4,0,4,8,1,1,1,1,5,0,0,0,4523713.5999999996,5472638.6399999997,3685756.06,4674690.09,6646574.8300000001,4395217.4000000004,4013039.38,4498223.8,5474963.9000000004,2839823.14,2830826.74,1764898.52,1727388.53,1903103.93,2123889.39,389979.66,59999.8,893419.87,634960.19999999995,0,599959.92000000004,1036919.59,139990.41,139990.41,139990.41,154990.35999999999,707205.1,0,0,0,1306874.1200000001,1423315.0799999996,976796.01999999979,1197317.08,1782199.1,1136614.5100000002,1221570.9400000002,1287810.3200000003,1499211.5500000007,789067.95999999973,782339.56000000029,504234.6100000001,476180.91999999993,607598.32000000007,772723.58000000031,143350.64000000001,44873.80000000001,297400.91999999993,178256.56,0,152079.88000000006,182252.01,30541.300000000017,30541.300000000017,30541.300000000017,41759.75,158131.04999999993,0,0,0
Hites,Colchones,RESPALDO TIBER 2 PLAZAS,780642768249-1,939356001,74025,118311.93277310926,0.37432346623936735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139990,0,0,0,-100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30673.403361344535,0,0,0,-74789.915966386558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,RESPALDO TIBER 2 PLAZAS,780642768249-1,716425999,74025,118311.93277310926,0.37432346623936735,1,0,1,0,0,0,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,169990,0,159990,0,0,0,339980,-169990,0,0,0,159990,0,0,0,0,0,0,0,0,0,174990,0,0,0,0,0,0,0,0,53110.37815126052,0,45631.386554621859,0,0,0,106220.75630252104,-53110.37815126052,0,0,0,45631.386554621859,0,0,0,0,0,0,0,0,0,56849.873949579851,0,0,0,0,0,0,0,0
Ripley,Colchones,RESPALDO TIBER 2 PLAZAS,780642768249-1,40151331,74025,118311.93277310926,0.37432346623936735,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149989.98000000001,149989.98000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38152.380000000019,38152.380000000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,RESPALDO EBRO 2 PLAZAS,780642768246-0,716417999,73322.5,118311.93277310926,0.38026115978839597,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,169990,0,0,0,0,0,0,169990,319980,0,0,0,0,0,0,0,0,0,0,0,0,175490,0,0,0,148742,0,0,0,0,53812.87815126052,0,0,0,0,0,0,53812.87815126052,92667.773109243717,0,0,0,0,0,0,0,0,0,0,0,0,57926.323529411777,0,0,0,37921.516806722691,0,0,0,0
Ripley,Colchones,RESPALDO EBRO 2 PLAZAS,780642768246-0,40151314,73322.5,118311.93277310926,0.38026115978839597,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,150465.98000000001,0,149989.98000000001,149989.98000000001,0,0,0,0,0,0,0,0,0,0,0,149989.98000000001,0,0,0,0,0,0,149989.98000000001,149989.98000000001,0,0,0,0,0,0,39210.880000000019,0,38854.880000000019,38854.880000000019,0,0,0,0,0,0,0,0,0,0,0,38854.880000000019,0,0,0,0,0,0,38854.880000000019,38854.880000000019,0,0,0,0,0,0
Falabella,Colchones,RESPALDO EBRO 2 PLAZAS,780642768246-0,17082005,73322.5,118311.93277310926,0.38026115978839597,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,179990,0,0,0,179990,0,0,0,0,0,143991,0,189990,0,189990,0,0,0,0,0,0,169990,0,0,0,0,0,0,0,0,61291.869747899182,0,0,0,61291.869747899182,0,0,0,0,0,34368.247899159658,0,68770.861344537843,0,68770.861344537843,0,0,0,0,0,0,53812.87815126052,0,0,0
