Cadena,Unidad de Negocio,Descripción Producto,Cód. Interno,Cód. Cadena,costo_Fabricación,Precio_Venta_Distribuidor,Mg_Declarado,Un_Semana_1 ,Un_Semana_2,Un_Semana_3,Un_Semana_4,Un_Semana_5,Un_Semana_6,Un_Semana_7,Un_Semana_8,Un_Semana_9,Un_Semana_10,Un_Semana_11,Un_Semana_12,Un_Semana_13,Un_Semana_14,Un_Semana_15,Un_Semana_16,Un_Semana_17,Un_Semana_18,Un_Semana_19,Un_Semana_20,Un_Semana_21,Un_Semana_22,Un_Semana_23,Un_Semana_24,Un_Semana_25,Un_Semana_26,Un_Semana_27,Un_Semana_28,Un_Semana_29,Un_Semana_30,Venta_Retail_sem_1 ,Venta_Retail_sem_2,Venta_Retail_sem_3,Venta_Retail_sem_4,Venta_Retail_sem_5,Venta_Retail_sem_6,Venta_Retail_sem_7,Venta_Retail_sem_8,Venta_Retail_sem_9,Venta_Retail_sem_10,Venta_Retail_sem_11,Venta_Retail_sem_12,Venta_Retail_sem_13,Venta_Retail_sem_14,Venta_Retail_sem_15,Venta_Retail_sem_16,Venta_Retail_sem_17,Venta_Retail_sem_18,Venta_Retail_sem_19,Venta_Retail_sem_20,Venta_Retail_sem_21,Venta_Retail_sem_22,Venta_Retail_sem_23,Venta_Retail_sem_24,Venta_Retail_sem_25,Venta_Retail_sem_26,Venta_Retail_sem_27,Venta_Retail_sem_28,Venta_Retail_sem_29,Venta_Retail_sem_30,Con_sem_1,Con_sem_2,Con_sem_3,Con_sem_4,Con_sem_5,Con_sem_6,Con_sem_7,Con_sem_8,Con_sem_9,Con_sem_10,Con_sem_11,Con_sem_12,Con_sem_13,Con_sem_14,Con_sem_15,Con_sem_16,Con_sem_17,Con_sem_18,Con_sem_19,Con_sem_20,Con_sem_21,Con_sem_22,Con_sem_23,Con_sem_24,Con_sem_25,Con_sem_26,Con_sem_27,Con_sem_28,Con_sem_29,Con_sem_30
Walmart,Colchones,Cama Europea New Ortopedic 2P Bd Alm,780642760258-1,673321,162452.33000000002,273606.05042016809,0.40625461406819346,0,0,0,0,0,0,0,0,0,-1,47,47,59,13,4,2,3,4,9,12,14,364,9,3,4,8,5,2,7,6,0,0,0,0,0,0,0,0,0,-308990.64,15606642.939999999,15659840.699999999,19658097.899999999,4426645.3,1665952.4,809176.2,1238754.3,1813512.4,3519912.9,4712257.2,5104933.4000000004,112617268.40000001,3121262.9,1188774.3,1554092.4,3046304.8,1903940.5,761576.2,2522716.7000000002,2141928.6,0,0,0,0,0,0,0,0,0,-68641.510000000009,4036935.63,4076722.1899999985,5117587.43,1198804.0100000002,596155.07999999984,280277.53999999992,439106.31000000011,706515.07999999984,1170468.9299999997,1574865.2400000005,1543642.7800000007,25093712.280000016,872318.9299999997,401726.31000000011,512495.07999999984,978710.15999999968,611693.84999999986,244677.53999999992,749571.39000000036,627232.62000000023
Ripley,Colchones,Divan Premium 1 Black Solo,780642762961-8,37909242,200489.19,273606.05042016809,0.26723407727235876,27,24,19,33,37,13,15,24,32,24,21,49,52,11,17,20,31,7,5,9,12,98,11,13,12,9,14,10,10,31,8515488.8699999992,7510937.2800000003,6080432.3300000001,10337569.27,11499762.539999999,4156604.55,4892585.04,7695205.21,10343291.98,7898037.1399999997,6739050.9199999999,14308167.300000001,15630044.289999999,4227351.24,5717604.9000000004,6567642.1299999999,10100474.859999999,2540883.2400000002,1771644.63,3220679.07,4289189.59,26571331.5,3678936.17,4231225.88,3910501.84,3005693.67,4693236.24,3413902.94,3373260.87,9275258.6500000004,955518.83999999985,805683.12000000011,738255.62000000058,1115316.0999999996,1182562.71,502361.57999999961,651822.39000000013,943496.94999999925,1320085.2999999998,1095194.7799999993,829857.53000000026,877095.99000000209,1264259.1099999994,956251.35000000056,867875.67000000132,902150.23000000045,1338971.7700000005,496900.11000000034,322565.58000000007,604340.46,802011.00999999978,224735.87999999896,546092.18000000017,558170.81000000006,518790.75999999978,443553.06000000006,703218.78000000026,548363.24000000022,517967.0700000003,721793.26000000164
Easy,Colchones,Camarote oxford Excellence,780642766432-9,1368675,174204.83,273606.05042016809,0.36330052010005193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719978.56,1190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190061.70000000013,890000
Falabella,Colchones,Cama Europea New Ortopedic 2P Bd Alm,780642760258-1,6800478,162452.33000000002,273606.05042016809,0.40625461406819346,4,12,2,2,7,9,2,2,3,1,1,6,15,0,2,3,9,5,29,24,33,32,4,21,11,22,23,4,27,17,1209960,3629880,659980,605218,2099930,2709910,599980,599980,899970,299990,309990,1739940,4330897,60000,599980,869971,2580636,1499950,8345884,7201978,9856853,9350211,1199960,6236212,3298740,6524611,6695655,1259960,7665822,5313334,255118.74722689076,765356.24168067216,168693.827394958,127737.37361344538,433369.57235294115,564668.44176470581,123819.87781512603,123819.87781512603,185729.81672268902,61909.938907563017,69388.930504201679,326585.68386554613,802289.27689075656,44873.949579831933,123819.87781512603,163293.58983193274,467984.52579831914,309549.69453781517,1530762.0602521012,1487497.3741176468,2011005.1856302517,1794540.3895798316,247639.75563025207,1252558.7842857144,680149.24394957977,1305799.8240336138,1271271.1578991595,292513.7052100841,1347048.9219327737,1212148.4236134454
Easy,Colchones,Juego de Maderas Kavery 2 Plazas,780642762501-6,1272976,189523.64,278564.28571428574,0.31964128310982332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399989.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109628.5
La Polar,Colchones,CAMA EUROPEA GREEN SMART KING RESPALDO VILLARRICA ALPINO,780642768166-1,28107528,201737.23,281001.00840336137,0.28207649094832643,1,0,2,1,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,69989.850000000006,0,119980.56,59990.28,0,179970.84,1190000,59990.28,59990.28,59990.28,59990.28,59990.28,0,0,0,0,0,0,0,0,0,69989.850000000006,0,0,0,0,0,119981.75,0,59990.28,-149391.88,0,-313741.10000000003,-156870.55000000002,0,-470611.65,890000,-156870.55000000002,-156870.55000000002,-156870.55000000002,-156870.55000000002,-156870.55000000002,0,0,0,0,0,0,0,0,0,-149391.88,0,0,0,0,0,-313740.21000000002,0,-156870.55000000002
Paris,Colchones,Cama Europea New Ortopedic King,780642760088-4,377002999,175749.78000000003,281001.00840336137,0.37455818753603559,3,0,1,2,2,0,1,1,2,0,0,1,1,1,1,1,0,1,3,1,0,3,0,1,1,1,0,2,0,-1,1019970,0,349990,659982,701480,0,369990,329991,739980,0,0,339990,319990,369990,379990,359990,0,384990,1079970,339990,0,999970,0,344991,339990,359990,0,699980,0,-329991,235585.36588235293,0,86007.446890756313,142100.42319327727,173136.74252100836,0,100965.43008403364,71050.211596638634,201930.86016806727,0,0,78528.455294117652,63570.472100840328,100965.43008403364,108444.42168067227,93486.438487394946,0,112183.91747899161,280459.31546218484,78528.455294117652,0,220627.38268907566,0,82268.698991596611,78528.455294117652,93486.438487394946,0,172014.89378151263,0,-71050.211596638634
Easy,Colchones,Cama Europea New Ortopedic King,780642760088-4,1235053,175749.78000000003,281001.00840336137,0.37455818753603559,5,4,4,6,-1,4,0,2,2,0,16,15,3,3,3,7,7,3,0,0,0,15,2,0,2,1,3,1,3,0,1624950.95,1299960.76,1267460.67,1999944.94,334990.95,2099945.4,0,699981.8,699981.8,0,4849846.1900000004,6356797.9299999997,989969.33,1069970.6499999999,1109970.1200000001,2379930.98,2379930.98,1019970.42,0,50001.42,0,4579854.2300000004,679980.28,40000.660000000003,679980.28,339990.14,839880.58,339990.14,951971.44,-33999.49,336550.54999999981,269240.43999999994,244933.64999999991,441258.45999999996,426289.23000000004,867548.28,0,172016.24000000005,172016.24000000005,0,815199.41000000015,2117997.13,213147.8899999999,272980.80999999994,302896.38,549699.91999999993,549699.91999999993,235585.68000000005,0,37396.020000000004,0,789022.43000000017,157057.11999999994,29916.460000000006,157057.11999999994,78528.559999999969,100896.6399999999,78528.559999999969,184729.29999999993,-25428.19
Easy,Colchones,Ce Ortopedic 2P Bn Resp Dub,780642764783-4,1330254,167253.81999999998,281001.00840336137,0.40479281213141988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349990.9,0,-349990.9,0,0,191996.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94504.080000000075,0,-94504.080000000075,0,0,-23659.439999999944
Ripley,Colchones,CAMA EUROPEA HYBRID SMART 2P BD RESPALDO DUBLIN GRIS,780642767142-6,39824278,202864.78999999998,281001.00840336137,0.2780638363090896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389990.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88808.680000000051,0,0,0,0
Falabella,Colchones,CAMA EUROPEA GREEN SMART KING RESPALDO VILLARRICA ALPINO,780642768166-1,17306965,201737.23,281001.00840336137,0.28207649094832643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89935.963277310919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,CE GREEN INFINITY KING RES VILL NEG,780642767567-7,7669577,198345.63,281001.00840336137,0.29414619852436313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100179.06747899164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,CE GREEN INFINITY KING RES VILL NEG,780642767567-7,883511999,198345.63,281001.00840336137,0.29414619852436313,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,379990,0,0,379990,379990,379990,0,0,0,0,0,0,0,0,0,0,0,354990,0,0,0,0,0,0,0,0,0,0,0,0,85848.571680672292,0,0,85848.571680672292,85848.571680672292,85848.571680672292,0,0,0,0,0,0,0,0,0,0,0,67151.092689075624,0,0,0,0,0,0,0
Falabella,Colchones,CE GREEN INFINITY KING RES VILL NEG,780642767567-7,17306952,198345.63,281001.00840336137,0.29414619852436313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93327.563277310925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,DIVAN EXCELLENCE PLUS BLACK SET VILLARRICA GRIS,780642767051-1,528560999,197273.11,281001.00840336137,0.29796298198038718,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349990,349990,0,0,0,0,0,0,0,0,0,0,0,0,359990,332991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64484.116890756355,64484.116890756355,0,0,0,0,0,0,0,0,0,0,0,0,71963.108487394988,51770.579075630289,0,0,0,0,0,0,0,0
La Polar,Colchones,DIVAN EXCELLENCE PLUS BLACK SET VILLARRICA GRIS,780642767051-1,27082912,197273.11,281001.00840336137,0.29796298198038718,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,359990.47,0,0,0,0,0,0,0,0,323990.59000000003,0,0,0,0,0,0,0,0,0,0,0,359990.47,0,0,0,0,323990.59000000003,0,0,0,71963.460000000021,0,0,0,0,0,0,0,0,45039.18000000008,0,0,0,0,0,0,0,0,0,0,0,71963.460000000021,0,0,0,0,45039.18000000008,0
Falabella,Colchones,DIVAN EXCELLENCE PLUS BLACK SET VILLARRICA GRIS,780642767051-1,16895241,197273.11,281001.00840336137,0.29796298198038718,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990,719980,0,399990,0,0,0,0,0,0,0,0,0,359990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71963.108487394988,143926.21697478998,0,101879.07487394963,0,0,0,0,0,0,0,0,0,71963.108487394988,0,0,0,0,0
Ripley,Colchones,DIVAN EXCELLENCE PLUS BLACK SET VILLARRICA GRIS,780642767051-1,39824050,197273.11,281001.00840336137,0.29796298198038718,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379989.61,0,699979.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86920.800000000047,0,128967.80000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walmart,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES GRIS,780642767108-2,5031439,195762.61,281001.00840336137,0.30333840752986335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117508.48999999999,0,0,0,0
Paris,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES GRIS,780642767108-2,529363999,195762.61,281001.00840336137,0.30333840752986335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58515.625294117694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,CAMA EUROPEA GREEN SMART 2P BD RESPALDO DUBLIN NEGRO,780642767566-0,17306951,194751.2,281001.00840336137,0.30693771845670581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96921.993277310918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hites,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES MOSTAZA,780642767975-0,935449001,194140.70999999996,281001.00840336137,0.3091102729378048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990,0,0,0,0,-359990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75095.508487395011,0,0,0,0,-75095.508487395011,0
Paris,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES MOSTAZA,780642767975-0,681278999,194140.70999999996,281001.00840336137,0.3091102729378048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90053.491680672334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,Cma Eur Smrt Grn 2Pbd Res Dub Ch,780642763415-5,38029402,193748.53,281001.00840336137,0.31050592629231877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399989.94,-399989.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105403.61000000002,-105403.61000000002,0,0,0,0,0,0,0,0
La Polar,Colchones,CE GREEN INFINITY 2PBD RES DUBALPI,780642768165-4,28167822,193554.15999999997,281001.00840336137,0.31119763199510048,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-389990.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199990.21,0,0,0,0,0,0,0,0,0,0,0,-98119.310000000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43981.649999999965,0,0,0,0,0,0
Ripley,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES NEGRO,780642767558-5,40046007,192647.3,281001.00840336137,0.31442488020019677,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389990.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99026.170000000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES NEGRO,780642767558-5,681203999,192647.3,281001.00840336137,0.31442488020019677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69109.926890756353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO GALES OLIVO,780642767740-4,681333999,192484.91999999998,281001.00840336137,0.31500274289514807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84230.290084033681,0,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO MUNICH GRIS,780642767107-5,27729460,192031.69,281001.00840336137,0.31661565525647811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336059.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59306.98000000001,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO MUNICH GRIS,780642767107-5,27393241,192031.69,281001.00840336137,0.31661565525647811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349989.71,0,-349989.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69725.320000000065,0,-69725.320000000065,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO MUNICH NEGRO,780642767557-8,17082135,191962.45,281001.00840336137,0.31686206006617401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68153.886134453816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO MUNICH NEGRO,780642767557-8,7529627,191962.45,281001.00840336137,0.31686206006617401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19250.25588235294,0,0,0
Ripley,Colchones,CAMA EUROPEA ANATOMIC 2P BD RESPALDO MUNICH NEGRO,780642767557-8,40045907,191962.45,281001.00840336137,0.31686206006617401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379989.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92231.460000000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,Ce Anatomic 2P Bd Resp New Munich,780642764761-2,26947154,191881.75,281001.00840336137,0.31714924764766544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379989.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92312.160000000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,Ce Anatomic 2P Bd Resp New Munich,780642764761-2,15526276,191881.75,281001.00840336137,0.31714924764766544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72802.754201680655,0,0,0,0
Paris,Colchones,Divan New Ortopedic Black Set Stylo,780642761688-5,609158999,190714.16999999998,281001.00840336137,0.3213043217046383,0,0,0,0,2,0,0,0,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0,-1,0,0,0,1,0,0,0,0,0,759979,0,0,0,-379990,0,384990,0,384990,0,369990,0,399990,0,0,0,0,379990,552485,0,-399990,0,0,0,384990,0,0,0,0,0,186959.31546218495,0,0,0,-93480.031680672313,0,97219.527478991658,0,97219.527478991658,0,86001.040084033681,0,108438.01487394964,0,0,0,0,93480.031680672313,31774.727226890798,0,-108438.01487394964,0,0,0,97219.527478991658,0
Falabella,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA OLIVO,780642767638-4,17082092,190399.59,281001.00840336137,0.32242381946654103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78836.628487394977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA ALPINO,780642768055-8,7524943,189554.51,281001.00840336137,0.32543121080937537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61833.842941176496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA ALPINO,780642768055-8,680108999,189554.51,281001.00840336137,0.32543121080937537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72202.716890756332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA ALPINO,780642768055-8,17082038,189554.51,281001.00840336137,0.32543121080937537,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990,0,0,0,359990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79681.708487394964,0,0,0,79681.708487394964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA ALPINO,780642768055-8,27483038,189554.51,281001.00840336137,0.32543121080937537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323990.59000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52757.780000000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hites,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA GRIS,780642774391-8,923804001,188833.66999999998,281001.00840336137,0.32799646850754455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80402.54848739499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abcdin,Colchones,DIVAN ORTOPEDIC BLACK RESPALDO VILLARRICA GRIS,780642774391-8,27083447,188833.66999999998,281001.00840336137,0.32799646850754455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80402.900000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
